policy_id,age,gender,region,policy_tenure_months,vehicle_age_years,vehicle_type,annual_premium,num_prev_claims,driving_experience_years,credit_score,annual_mileage_km,has_anti_theft,occupation,marital_status,claim,claim_amount,claim_age
P105000,25,Female,South,25,20,Sedan,19731.23,1,9.0,705.0,15865.0,Yes,Employed,Married,0,0.0,
P105001,22,Female,South,73,8,SUV,12574.45,1,2.0,648.0,18046.0,No,Self-employed,Married,1,11170.53,22.0
P105002,77,Male,South,124,0,SUV,11383.39,0,56.0,613.0,11004.0,No,Employed,Single,1,53472.61,77.0
P105003,26,Female,West,220,8,Sedan,9330.67,0,10.0,690.0,16926.0,No,Unemployed,Married,1,28954.16,26.0
P105004,80,Male,North,22,19,Sedan,14431.59,0,,532.0,14287.0,Yes,Employed,Single,1,57114.01,81.0
P105005,18,Male,South,93,10,Truck,13364.61,1,0.0,608.0,12322.0,No,Self-employed,Married,1,29963.7,18.0
P105006,53,Female,East,191,19,SUV,12569.56,0,33.0,595.0,18753.0,No,Employed,Married,1,48564.53,53.0
P105007,52,Female,West,35,3,Truck,8998.76,0,35.0,737.0,8562.0,No,Retired,Married,1,60419.28,53.0
P105008,19,Male,South,55,15,Sedan,10928.67,0,0.0,554.0,8751.0,No,Employed,Married,1,48347.79,19.0
P105009,80,Male,East,128,13,Truck,9049.05,0,60.0,715.0,217.0,No,Unemployed,Married,1,78538.12,81.0
P105010,57,Female,South,20,19,Sedan,5140.62,1,37.0,677.0,7355.0,No,Self-employed,Married,1,44871.2,57.0
P105011,40,Male,North,5,20,Sedan,11440.89,0,19.0,678.0,9799.0,No,Unemployed,Married,1,27604.32,40.0
P105012,26,Male,West,167,17,Sedan,7545.28,0,7.0,617.0,11750.0,No,Employed,Single,1,25697.28,27.0
P105013,51,Female,North,63,8,Sedan,20074.03,0,32.0,548.0,14245.0,Yes,Employed,Married,1,34625.58,52.0
P105014,63,Male,East,236,0,SUV,19508.26,0,42.0,685.0,16406.0,No,Employed,Married,1,41076.95,63.0
P105015,31,Male,South,32,2,Sedan,13412.03,1,11.0,712.0,5354.0,No,Employed,Married,1,27885.47,31.0
P105016,21,Male,North,231,19,SUV,4679.07,0,1.0,,12548.0,Yes,Self-employed,Married,1,33699.03,22.0
P105017,47,Female,North,191,0,Sedan,13831.1,1,28.0,640.0,7084.0,No,Retired,Married,0,0.0,
P105018,48,Female,South,74,2,Sedan,11127.27,0,29.0,570.0,5350.0,No,Employed,Married,1,41325.44,49.0
P105019,55,Male,West,168,13,Motorcycle,16458.3,0,37.0,606.0,13621.0,Yes,Employed,Single,1,39881.19,55.0
P105020,28,Male,East,145,13,SUV,16075.64,0,9.0,682.0,12508.0,No,Employed,Married,1,26140.41,28.0
P105021,52,Male,West,101,12,SUV,8972.92,0,34.0,595.0,14467.0,Yes,Employed,Single,1,7105.54,52.0
P105022,25,Male,East,79,0,Sedan,10539.13,0,5.0,583.0,14899.0,No,Self-employed,Married,1,35721.03,26.0
P105023,20,Female,East,201,14,Sedan,10246.19,0,4.0,549.0,9589.0,No,Employed,Single,1,19794.96,20.0
P105024,31,Female,North,160,19,Sedan,10331.17,0,10.0,687.0,17472.0,Yes,Unemployed,Single,1,25089.03,32.0
P105025,77,Male,South,23,6,Motorcycle,5664.15,0,56.0,686.0,7408.0,Yes,Employed,Single,1,38606.65,78.0
P105026,30,Male,West,203,15,Sedan,13529.54,0,9.0,731.0,6722.0,No,Unemployed,Married,1,32843.33,30.0
P105027,62,Male,North,188,19,SUV,12325.43,0,46.0,500.0,13991.0,No,Self-employed,Single,1,50330.93,62.0
P105028,49,Male,North,205,20,Motorcycle,10693.91,1,32.0,732.0,13073.0,No,Unemployed,Single,1,28742.6,50.0
P105029,51,Male,North,210,0,Motorcycle,13098.09,0,30.0,728.0,7951.0,Yes,Employed,Married,1,20694.47,51.0
P105030,62,Female,West,56,14,Motorcycle,13305.55,0,44.0,735.0,7836.0,No,Unemployed,Married,1,42969.8,63.0
P105031,78,Female,North,137,19,Truck,16662.88,0,59.0,658.0,13899.0,No,Employed,Married,1,62110.74,79.0
P105032,36,Female,South,106,14,Sedan,15583.18,0,18.0,666.0,13251.0,Yes,Employed,Married,1,27133.38,36.0
P105033,76,Male,North,69,18,Motorcycle,16127.5,0,59.0,,6809.0,Yes,Unemployed,Married,0,0.0,
P105034,55,Female,North,190,5,Motorcycle,8408.43,0,38.0,586.0,8785.0,No,Employed,Married,1,38164.8,55.0
P105035,33,Male,East,192,5,SUV,7515.87,0,15.0,589.0,7446.0,No,Unemployed,Married,1,35480.99,34.0
P105036,19,Male,North,235,0,Sedan,15805.25,0,0.0,666.0,1401.0,No,Employed,Single,1,32678.89,20.0
P105037,57,Female,West,22,15,SUV,18832.6,0,37.0,633.0,18821.0,No,Employed,Single,1,35956.3,57.0
P105038,34,Male,West,32,17,Sedan,15393.67,1,14.0,700.0,13192.0,Yes,Unemployed,Single,0,0.0,
P105039,72,Female,South,175,12,Sedan,13319.43,0,52.0,625.0,17792.0,No,Employed,Married,1,34508.67,73.0
P105040,51,Female,West,2,11,Truck,12027.57,0,30.0,547.0,10472.0,Yes,Employed,Single,1,48313.45,51.0
P105041,59,Female,West,123,17,SUV,23442.7,0,42.0,550.0,7140.0,No,Employed,Single,1,28123.44,60.0
P105042,77,Female,North,85,9,Truck,15331.69,0,56.0,597.0,7628.0,Yes,Self-employed,Married,1,99599.18,78.0
P105043,33,Male,South,220,13,SUV,11200.4,0,15.0,701.0,7624.0,No,Employed,Single,1,18717.66,34.0
P105044,55,Female,West,180,19,SUV,19935.32,0,38.0,614.0,9406.0,No,Employed,Married,1,49658.48,55.0
P105045,77,Female,South,216,10,Motorcycle,18888.58,0,58.0,671.0,4261.0,No,Employed,Married,0,0.0,
P105046,19,Female,South,216,17,SUV,6268.08,0,0.0,533.0,10067.0,No,Employed,Single,0,0.0,
P105047,19,Male,East,14,11,Truck,7089.94,1,3.0,661.0,9127.0,Yes,Self-employed,Single,1,22233.05,19.0
P105048,43,Female,East,37,16,SUV,11175.28,0,26.0,653.0,16366.0,Yes,Employed,Married,1,29853.95,44.0
P105049,30,Male,North,27,2,SUV,17103.15,1,11.0,733.0,14686.0,Yes,Employed,Married,1,36572.01,31.0
P105050,73,Female,West,152,20,Motorcycle,9681.14,1,54.0,661.0,10087.0,No,Retired,Single,1,48375.43,74.0
P105051,64,Male,North,64,0,Sedan,7920.59,0,45.0,703.0,14380.0,Yes,Retired,Married,0,0.0,
P105052,48,Female,North,70,0,Sedan,15256.21,0,32.0,786.0,6523.0,No,Unemployed,Married,1,20084.77,49.0
P105053,77,Male,South,154,5,Sedan,4281.27,0,57.0,653.0,5686.0,No,Unemployed,Married,1,50014.95,78.0
P105054,51,Male,South,182,18,Truck,10594.93,0,33.0,757.0,11529.0,No,Self-employed,Married,1,63126.28,52.0
P105055,56,Male,South,15,3,Motorcycle,7704.71,1,39.0,659.0,12511.0,No,Unemployed,Single,1,36399.98,57.0
P105056,20,Male,North,29,12,Sedan,11967.07,0,4.0,613.0,,Yes,Employed,Married,1,27549.31,20.0
P105057,25,Male,West,228,11,Sedan,8209.21,0,6.0,,18780.0,No,Employed,Married,1,22864.02,26.0
P105058,40,Male,North,74,7,SUV,11393.05,1,24.0,615.0,15437.0,No,Employed,Single,1,23632.9,41.0
P105059,31,Female,North,28,19,Motorcycle,13686.03,0,14.0,617.0,17175.0,No,Employed,Married,0,0.0,
P105060,73,Female,North,59,6,Sedan,12519.07,0,55.0,610.0,9234.0,Yes,Employed,Married,1,52065.93,74.0
P105061,79,Female,East,73,20,SUV,9850.97,1,60.0,629.0,13663.0,Yes,Employed,Married,1,45444.49,80.0
P105062,72,Male,East,149,6,Sedan,10632.49,0,,700.0,6783.0,No,Self-employed,Married,1,44652.94,73.0
P105063,44,Male,West,10,6,Motorcycle,21018.21,0,28.0,531.0,8343.0,Yes,Employed,Single,0,0.0,
P105064,71,Male,East,132,13,SUV,15531.34,0,50.0,670.0,13656.0,Yes,Employed,Single,1,60437.4,72.0
P105065,46,Female,North,62,17,SUV,11072.43,0,27.0,658.0,7552.0,No,Employed,Married,1,21778.81,46.0
P105066,56,Female,East,132,18,Sedan,12713.29,0,35.0,747.0,8044.0,No,Employed,Single,1,40772.84,57.0
P105067,70,Male,East,127,19,SUV,13806.03,0,51.0,624.0,14153.0,No,Unemployed,Married,1,39435.03,71.0
P105068,56,Male,North,6,18,Sedan,8952.32,0,36.0,729.0,8180.0,No,Self-employed,Single,1,32797.19,56.0
P105069,18,Female,West,218,17,SUV,12008.63,0,0.0,590.0,16811.0,No,Unemployed,Single,1,37488.46,19.0
P105070,34,Female,East,232,5,SUV,7706.58,1,16.0,618.0,10929.0,No,Employed,Single,0,0.0,
P105071,58,Female,North,80,15,SUV,8025.16,0,40.0,679.0,11136.0,No,Employed,Single,1,36849.39,59.0
P105072,47,Female,North,72,2,Truck,15501.75,0,26.0,693.0,13256.0,Yes,Employed,Married,1,67003.18,47.0
P105073,70,Male,North,220,20,Sedan,16022.33,1,49.0,631.0,11326.0,Yes,Employed,Married,1,34589.33,71.0
P105074,30,Male,South,16,1,Sedan,16613.42,0,10.0,666.0,13400.0,No,Unemployed,Single,1,44948.39,30.0
P105075,38,Male,North,38,14,Truck,11713.78,2,18.0,638.0,7412.0,Yes,Self-employed,Single,1,57019.49,38.0
P105076,36,Male,East,177,19,Truck,10026.55,0,19.0,705.0,100.0,No,Employed,Married,1,60588.32,37.0
P105077,70,Male,East,189,10,Sedan,12042.52,0,53.0,640.0,4935.0,No,Self-employed,Married,1,35040.67,70.0
P105078,36,Female,North,65,18,Sedan,4837.98,0,15.0,634.0,9723.0,No,Unemployed,Married,1,26365.01,36.0
P105079,74,Male,South,126,17,SUV,17551.54,0,55.0,719.0,14452.0,No,Employed,Single,1,46254.27,74.0
P105080,42,Male,South,83,10,Sedan,2000.0,1,21.0,665.0,22793.0,Yes,Self-employed,Married,0,0.0,
P105081,39,Male,South,178,2,Motorcycle,15892.26,0,20.0,697.0,9035.0,No,Unemployed,Single,0,0.0,
P105082,48,Male,East,17,3,SUV,8042.15,0,28.0,825.0,8730.0,No,Employed,Married,1,31752.39,48.0
P105083,34,Male,South,113,5,Truck,11967.63,0,17.0,511.0,13686.0,No,Retired,Single,1,60203.01,35.0
P105084,72,Female,West,156,11,Truck,8595.51,0,52.0,578.0,13108.0,Yes,Unemployed,Single,1,78140.42,73.0
P105085,40,Female,West,172,20,SUV,8656.55,0,20.0,585.0,13278.0,No,Employed,Single,0,0.0,
P105086,49,Male,South,140,3,Sedan,2238.18,0,31.0,590.0,10721.0,No,Employed,Married,1,25790.71,50.0
P105087,79,Male,West,70,11,SUV,6920.77,0,59.0,750.0,2097.0,No,Retired,Married,1,47933.06,80.0
P105088,27,Male,North,71,3,Truck,15641.64,0,8.0,463.0,12987.0,No,Unemployed,Married,1,55495.07,28.0
P105089,27,Female,South,200,1,SUV,7100.84,0,9.0,684.0,11762.0,No,Unemployed,Married,1,16626.42,28.0
P105090,53,Male,South,131,11,Sedan,6930.98,0,36.0,543.0,4055.0,No,Retired,Single,1,33061.77,53.0
P105091,25,Male,South,49,12,SUV,11567.77,1,6.0,652.0,14907.0,No,Employed,Single,1,30481.76,25.0
P105092,71,Female,North,21,15,Sedan,2686.48,0,55.0,668.0,15649.0,No,Employed,Married,1,37916.93,72.0
P105093,69,Male,North,136,3,Sedan,10596.87,0,52.0,,,No,Employed,Single,1,19812.58,70.0
P105094,37,Male,South,64,7,Sedan,13033.89,1,16.0,631.0,9965.0,No,Retired,Married,1,14899.68,37.0
P105095,49,Male,East,220,4,Sedan,13483.94,0,33.0,,13105.0,No,Employed,Married,0,0.0,
P105096,67,Male,East,187,13,Truck,7850.37,0,48.0,507.0,7511.0,No,Retired,Married,1,80542.24,68.0
P105097,31,Male,West,158,14,Sedan,16831.66,0,14.0,810.0,5073.0,No,Employed,Married,1,36734.9,32.0
P105098,67,Female,North,32,10,Sedan,16085.0,0,51.0,671.0,11505.0,Yes,Self-employed,Married,1,39901.5,68.0
P105099,45,Female,West,203,9,SUV,5089.49,0,29.0,681.0,4489.0,No,Employed,Married,1,27891.57,45.0
P105100,63,Female,West,20,9,Motorcycle,14857.66,0,46.0,725.0,11333.0,No,Self-employed,Single,1,43938.88,63.0
P105101,69,Male,South,16,5,Sedan,12606.35,0,49.0,645.0,11740.0,No,Employed,Married,1,32287.1,70.0
P105102,70,Male,East,153,15,SUV,14039.74,0,51.0,680.0,7913.0,No,Employed,Single,1,52108.8,70.0
P105103,41,Male,West,60,20,Sedan,9535.03,1,22.0,700.0,21704.0,Yes,Unemployed,Married,1,38818.37,42.0
P105104,32,Male,South,173,3,Sedan,6828.26,0,14.0,547.0,9007.0,Yes,Employed,Single,1,31516.12,33.0
P105105,39,Female,North,137,8,Sedan,11405.16,0,22.0,687.0,13061.0,No,Employed,Single,1,30032.88,39.0
P105106,47,Male,West,179,9,SUV,13512.97,0,28.0,795.0,11045.0,No,Employed,Single,1,32282.01,47.0
P105107,80,Female,East,103,4,Truck,13586.22,0,60.0,772.0,16697.0,No,Employed,Married,1,78261.21,80.0
P105108,21,Male,North,61,9,Sedan,13370.17,0,4.0,757.0,10327.0,No,Employed,Married,1,15340.4,22.0
P105109,30,Male,South,168,15,Sedan,7698.31,0,9.0,784.0,5665.0,No,Employed,Married,1,53753.93,30.0
P105110,76,Male,North,104,10,Sedan,17482.35,1,60.0,562.0,14075.0,No,Employed,Single,1,39691.33,77.0
P105111,40,Male,West,61,5,Truck,16770.97,0,23.0,613.0,4486.0,No,Employed,Single,0,0.0,
P105112,25,Male,North,195,6,SUV,12986.56,0,9.0,586.0,7759.0,No,Self-employed,Married,1,36625.87,25.0
P105113,35,Male,North,208,11,Truck,8187.84,0,19.0,850.0,9448.0,No,Self-employed,Married,1,47891.89,35.0
P105114,29,Male,North,76,12,SUV,13050.21,0,12.0,667.0,9637.0,No,Unemployed,Single,1,24898.29,29.0
P105115,72,Male,East,15,16,SUV,10288.66,0,54.0,551.0,10268.0,No,Employed,Married,1,43184.27,73.0
P105116,48,Female,West,181,8,Sedan,10590.94,0,,573.0,9870.0,No,Employed,Single,1,30252.36,49.0
P105117,31,Male,South,132,7,Sedan,14682.25,0,14.0,657.0,12628.0,No,Unemployed,Married,1,24824.03,32.0
P105118,51,Male,East,151,15,Sedan,10323.57,0,31.0,555.0,8601.0,Yes,Employed,Married,0,0.0,
P105119,35,Female,West,155,20,Motorcycle,17656.45,0,14.0,781.0,14175.0,No,Self-employed,Married,1,45493.12,36.0
P105120,73,Female,South,103,2,Truck,14522.07,0,53.0,705.0,,No,Self-employed,Married,1,69571.65,73.0
P105121,51,Female,South,235,4,SUV,16031.38,0,30.0,672.0,5653.0,Yes,Employed,Single,0,0.0,
P105122,80,Male,South,165,20,Sedan,8414.06,1,60.0,576.0,6343.0,No,Employed,Married,1,55807.46,81.0
P105123,28,Female,West,205,12,Sedan,9531.14,0,11.0,558.0,9943.0,No,Employed,Married,1,9679.11,28.0
P105124,58,Female,South,171,17,Sedan,7025.27,0,37.0,,16855.0,No,Unemployed,Married,1,44699.91,58.0
P105125,29,Male,South,165,20,SUV,17281.01,1,11.0,660.0,11862.0,No,Unemployed,Single,1,36463.8,30.0
P105126,66,Female,East,232,15,Sedan,23517.53,0,45.0,560.0,9696.0,No,Employed,Single,0,0.0,
P105127,32,Male,South,213,13,Motorcycle,14081.88,0,16.0,646.0,11799.0,No,Employed,Married,0,0.0,
P105128,74,Female,North,157,10,Truck,13036.22,0,53.0,646.0,5950.0,No,Employed,Single,1,72429.16,74.0
P105129,48,Female,East,157,17,Sedan,10092.03,0,27.0,702.0,3468.0,No,Employed,Single,1,32441.3,49.0
P105130,66,Female,East,177,7,Sedan,18467.19,0,46.0,797.0,7062.0,No,Employed,Single,1,43407.11,66.0
P105131,75,Female,West,75,11,Sedan,11820.87,0,57.0,504.0,6756.0,No,Employed,Married,1,41159.12,76.0
P105132,46,Male,South,179,18,Sedan,9408.99,0,30.0,706.0,23996.0,No,Employed,Married,1,45622.95,46.0
P105133,43,Male,North,178,19,Motorcycle,6094.43,0,23.0,601.0,21609.0,No,Unemployed,Married,1,30205.83,44.0
P105134,35,Female,North,28,1,Truck,7820.95,0,17.0,680.0,21557.0,No,Employed,Married,1,50633.62,36.0
P105135,49,Female,South,74,8,Sedan,12280.99,1,33.0,659.0,5919.0,No,Unemployed,Married,0,0.0,
P105136,39,Female,South,133,8,Sedan,4667.86,0,18.0,685.0,20774.0,Yes,Employed,Married,1,39577.45,40.0
P105137,55,Female,West,125,13,Sedan,7094.64,0,36.0,563.0,8437.0,Yes,Self-employed,Married,1,38995.1,56.0
P105138,34,Female,North,56,14,SUV,18653.04,0,14.0,718.0,20225.0,No,Employed,Married,1,28074.92,35.0
P105139,40,Female,East,64,10,SUV,15317.57,0,24.0,653.0,14193.0,No,Self-employed,Married,0,0.0,
P105140,41,Male,West,127,12,Sedan,10699.12,0,22.0,747.0,7038.0,No,Self-employed,Single,1,61481.54,42.0
P105141,67,Male,West,121,4,SUV,15772.16,0,49.0,761.0,20275.0,No,Employed,Single,1,50902.31,67.0
P105142,25,Female,East,89,5,Sedan,8939.83,0,6.0,667.0,20074.0,No,Unemployed,Married,0,0.0,
P105143,58,Male,West,225,4,SUV,15117.95,0,37.0,719.0,6696.0,No,Employed,Single,1,37746.18,59.0
P105144,23,Male,South,17,0,Sedan,10548.31,0,3.0,713.0,13628.0,Yes,Unemployed,Married,1,42990.16,23.0
P105145,22,Male,East,225,17,Sedan,19877.21,0,5.0,744.0,2315.0,No,Employed,Married,0,0.0,
P105146,61,Female,East,217,7,Sedan,7449.51,0,43.0,739.0,10025.0,No,Employed,Single,0,0.0,
P105147,74,Female,North,97,16,Sedan,18121.24,1,55.0,569.0,10060.0,Yes,Employed,Single,1,44762.07,74.0
P105148,46,Female,East,55,10,Sedan,11488.2,0,30.0,669.0,9955.0,No,Employed,Married,1,37317.73,47.0
P105149,45,Male,West,137,10,Motorcycle,4486.93,0,28.0,553.0,20059.0,Yes,Employed,Married,1,47205.46,46.0
P105150,28,Female,North,219,2,Sedan,13237.2,2,11.0,613.0,5321.0,Yes,Employed,Single,0,0.0,
P105151,74,Female,West,217,7,SUV,14795.63,0,56.0,616.0,10881.0,No,Employed,Single,1,43289.1,75.0
P105152,18,Male,South,196,7,SUV,17997.02,0,0.0,691.0,15774.0,Yes,Unemployed,Married,0,0.0,
P105153,60,Male,South,201,20,Sedan,15045.55,0,40.0,634.0,5424.0,No,Employed,Married,1,29698.76,61.0
P105154,36,Male,North,110,20,Sedan,8279.42,2,17.0,639.0,7583.0,No,Self-employed,Married,1,30750.23,36.0
P105155,26,Female,North,207,2,Motorcycle,16153.01,0,7.0,720.0,17576.0,No,Employed,Single,1,44238.95,26.0
P105156,44,Female,West,16,9,Sedan,12216.11,0,26.0,712.0,18725.0,Yes,Employed,Married,1,30996.88,45.0
P105157,51,Male,South,144,18,Motorcycle,5675.12,0,33.0,669.0,9834.0,Yes,Employed,Married,1,17508.13,51.0
P105158,61,Female,North,13,13,Motorcycle,11662.39,0,45.0,702.0,16288.0,Yes,Retired,Single,1,29118.07,62.0
P105159,21,Male,South,78,17,Motorcycle,7293.13,0,1.0,695.0,19784.0,No,Self-employed,Single,0,0.0,
P105160,53,Male,South,214,2,Sedan,11441.07,0,35.0,788.0,9964.0,Yes,Employed,Married,1,29464.76,53.0
P105161,35,Male,South,85,19,SUV,14913.96,0,19.0,635.0,15958.0,Yes,Employed,Married,0,0.0,
P105162,32,Male,West,73,13,SUV,7493.85,0,11.0,597.0,9886.0,Yes,Employed,Single,1,35176.16,33.0
P105163,68,Male,West,191,10,Sedan,13176.94,0,51.0,664.0,5234.0,No,Retired,Married,1,51800.69,69.0
P105164,30,Male,South,119,9,SUV,16333.23,0,14.0,583.0,12018.0,No,Employed,Married,1,26965.35,30.0
P105165,36,Male,South,169,13,Truck,9500.23,0,16.0,,10778.0,No,Employed,Single,0,0.0,
P105166,66,Male,South,181,0,Motorcycle,10862.97,0,50.0,682.0,7367.0,No,Employed,Single,1,31078.13,67.0
P105167,23,Female,East,68,15,Sedan,16273.63,0,2.0,614.0,10304.0,No,Employed,Single,1,24988.86,23.0
P105168,65,Male,East,74,5,Sedan,16455.93,0,49.0,634.0,10866.0,No,Employed,Married,1,40796.71,65.0
P105169,73,Male,West,99,17,Sedan,7365.88,0,55.0,631.0,13393.0,No,Self-employed,Single,1,43893.3,73.0
P105170,29,Female,South,117,15,Sedan,7837.43,0,9.0,620.0,17198.0,No,Employed,Married,1,38923.85,30.0
P105171,68,Male,East,137,18,Sedan,15161.22,1,52.0,573.0,17204.0,Yes,Employed,Married,1,45451.8,69.0
P105172,54,Female,North,179,15,Truck,11075.71,0,35.0,721.0,11567.0,Yes,Self-employed,Married,0,0.0,
P105173,34,Female,North,176,4,Truck,11379.49,0,18.0,746.0,9265.0,No,Retired,Single,1,72899.93,35.0
P105174,75,Male,South,208,11,Motorcycle,4970.2,0,58.0,717.0,18699.0,No,Retired,Single,0,0.0,
P105175,40,Female,East,177,5,Sedan,10154.71,0,23.0,716.0,11502.0,No,Employed,Single,1,41985.71,40.0
P105176,43,Female,North,146,1,SUV,11346.2,0,27.0,621.0,9014.0,No,Unemployed,Single,1,33982.64,43.0
P105177,46,Female,West,138,15,Truck,14892.3,1,25.0,662.0,12851.0,No,Retired,Single,1,62884.16,46.0
P105178,50,Female,North,213,20,Motorcycle,10509.62,1,34.0,595.0,2871.0,Yes,Unemployed,Married,1,25059.86,51.0
P105179,77,Male,West,115,10,Motorcycle,14904.27,0,58.0,641.0,9652.0,Yes,Employed,Married,1,32938.08,77.0
P105180,44,Female,North,54,11,SUV,11310.74,0,28.0,647.0,9313.0,Yes,Employed,Single,1,31342.29,44.0
P105181,42,Male,North,79,10,Motorcycle,17023.2,0,24.0,553.0,8052.0,No,Employed,Single,0,0.0,
P105182,73,Male,East,15,19,Sedan,11942.46,0,53.0,659.0,13900.0,No,Self-employed,Married,1,31996.79,74.0
P105183,72,Male,North,139,18,Motorcycle,9937.54,0,51.0,613.0,17388.0,Yes,Employed,Married,0,0.0,
P105184,27,Male,North,168,7,Truck,9075.63,0,8.0,669.0,20463.0,Yes,Employed,Single,1,51702.02,28.0
P105185,64,Male,West,118,17,Sedan,7850.44,0,48.0,634.0,9521.0,No,Employed,Single,1,33841.81,65.0
P105186,40,Female,West,112,4,Motorcycle,13254.77,1,19.0,674.0,10586.0,No,Employed,Married,0,0.0,
P105187,38,Female,North,106,11,Sedan,19840.35,0,20.0,699.0,8601.0,No,Employed,Single,1,26522.17,39.0
P105188,38,Male,South,105,9,Motorcycle,15142.68,1,17.0,562.0,14691.0,No,Self-employed,Single,0,0.0,
P105189,60,Female,North,47,14,SUV,13650.78,0,44.0,628.0,2662.0,Yes,Employed,Married,1,36496.5,60.0
P105190,30,Female,North,118,4,SUV,7071.44,0,11.0,605.0,10054.0,No,Retired,Single,1,17427.17,30.0
P105191,54,Male,East,126,16,Sedan,7276.55,0,35.0,732.0,13457.0,Yes,Employed,Married,1,36745.0,54.0
P105192,50,Male,North,229,3,Sedan,15801.69,1,33.0,769.0,8884.0,No,Retired,Married,1,27594.56,50.0
P105193,41,Female,North,148,11,Motorcycle,13844.02,1,24.0,653.0,9855.0,No,Employed,Married,1,44908.85,42.0
P105194,61,Female,West,98,17,Sedan,9458.73,1,45.0,678.0,16957.0,No,Unemployed,Married,1,40429.36,61.0
P105195,28,Female,West,150,7,Truck,5138.42,1,8.0,547.0,11716.0,Yes,Unemployed,Married,1,47419.7,28.0
P105196,34,Female,West,48,19,Truck,11205.92,0,16.0,671.0,17973.0,Yes,Employed,Married,1,48574.18,34.0
P105197,21,Male,West,82,16,SUV,8405.0,0,4.0,632.0,20187.0,No,Unemployed,Married,1,38285.93,22.0
P105198,64,Male,North,16,7,SUV,9886.51,0,47.0,,14653.0,No,Self-employed,Married,1,40896.89,64.0
P105199,42,Female,South,133,12,Sedan,6864.98,0,22.0,634.0,10546.0,No,Unemployed,Married,0,0.0,
P105200,47,Male,East,193,2,Sedan,15225.82,0,26.0,593.0,19908.0,Yes,Employed,Single,0,0.0,
P105201,26,Female,East,211,2,SUV,9558.64,1,7.0,556.0,100.0,No,Employed,Married,1,36075.45,27.0
P105202,38,Female,South,74,6,Motorcycle,14044.72,0,22.0,663.0,4242.0,No,Employed,Married,1,23383.37,38.0
P105203,37,Female,South,21,17,Truck,13546.39,0,21.0,612.0,15852.0,Yes,Employed,Married,1,50173.75,38.0
P105204,36,Female,East,61,20,Sedan,9672.92,0,18.0,735.0,24371.0,Yes,Employed,Married,1,52976.24,37.0
P105205,36,Male,North,205,6,Motorcycle,11259.31,0,16.0,694.0,15413.0,No,Retired,Married,1,34881.53,37.0
P105206,29,Female,East,183,1,SUV,19039.02,0,8.0,643.0,12924.0,Yes,Employed,Single,1,67362.34,29.0
P105207,54,Female,South,24,6,SUV,7883.24,0,34.0,694.0,9668.0,No,Self-employed,Married,1,50586.83,55.0
P105208,59,Female,North,23,1,Truck,8639.69,1,39.0,772.0,14781.0,Yes,Employed,Married,0,0.0,
P105209,34,Female,East,87,6,SUV,3599.89,0,15.0,569.0,17790.0,No,Self-employed,Married,1,23934.62,35.0
P105210,54,Male,North,139,13,Truck,11412.02,1,34.0,606.0,15744.0,No,Employed,Single,1,86517.34,55.0
P105211,71,Female,North,175,14,SUV,3612.89,0,52.0,786.0,12314.0,Yes,Unemployed,Single,1,30047.4,71.0
P105212,65,Female,South,2,15,Sedan,10048.64,1,49.0,597.0,17168.0,Yes,Employed,Single,1,38675.85,65.0
P105213,56,Male,West,198,7,SUV,4766.23,0,37.0,696.0,13525.0,No,Retired,Married,1,30592.95,57.0
P105214,45,Female,East,53,15,Sedan,14904.93,0,29.0,733.0,14550.0,Yes,Employed,Single,1,35073.14,45.0
P105215,58,Female,South,139,20,SUV,11326.82,0,40.0,649.0,16854.0,No,Employed,Married,1,44573.37,58.0
P105216,52,Female,East,15,6,Sedan,2000.0,0,32.0,698.0,7330.0,Yes,Employed,Married,0,0.0,
P105217,64,Male,West,201,10,Sedan,8128.89,0,46.0,629.0,11888.0,Yes,Employed,Single,1,43228.28,64.0
P105218,65,Female,West,140,3,Truck,10092.95,1,45.0,777.0,12569.0,No,Employed,Married,1,64651.71,66.0
P105219,35,Female,West,122,17,Sedan,14107.37,0,14.0,619.0,5996.0,Yes,Employed,Married,0,0.0,
P105220,31,Female,West,123,12,SUV,15475.27,0,13.0,583.0,6551.0,No,Employed,Married,0,0.0,
P105221,52,Male,East,164,16,SUV,13578.74,0,35.0,712.0,8871.0,No,Unemployed,Married,1,33836.67,52.0
P105222,61,Male,North,92,11,Sedan,13210.99,0,44.0,700.0,17208.0,No,Employed,Married,1,37024.83,61.0
P105223,58,Female,North,23,17,SUV,13656.09,0,39.0,660.0,11022.0,Yes,Self-employed,Single,1,26188.58,58.0
P105224,77,Female,West,155,9,Truck,14593.15,1,56.0,652.0,12650.0,No,Employed,Single,1,74952.78,78.0
P105225,24,Male,West,88,6,Sedan,12045.68,0,6.0,615.0,13542.0,No,Self-employed,Single,1,33008.35,25.0
P105226,58,Male,North,142,11,Sedan,11134.36,1,38.0,599.0,15156.0,Yes,Employed,Single,0,0.0,
P105227,30,Male,South,182,11,Sedan,12737.36,1,14.0,608.0,14506.0,No,Employed,Single,1,18146.98,31.0
P105228,35,Female,West,99,12,Sedan,16661.0,0,16.0,672.0,12337.0,Yes,Employed,Married,0,0.0,
P105229,54,Male,North,27,0,Motorcycle,2594.71,0,33.0,636.0,11308.0,No,Self-employed,Married,1,42969.42,54.0
